energy,os,wid,mu_x,mu_y,mu_z,theta,sym,xx,yy,zz,xy,xz,yz,atom,mo,cluster
293.8587,0.001663,0.88454217,0.70705575,0.70705575,0.012011304,89.311783,1,0.000831411,0.000831411,2.40E-07,0,0,0,9,224,11
293.86328,0.000254,1.0604901,0.31308627,0.31308627,0.89663482,26.280806,1,2.49E-05,2.49E-05,0.000204131,0,0,0,14,249,11
293.86658,0.000416,1.0647109,0.57425749,0.57425749,0.58348662,54.303852,1,0.00013724,0.00013724,0.000141687,0,0,0,15,248,11
293.86777,0.000548,1.0615362,0.10235317,0.10235317,0.9894684,8.3227491,1,5.74E-06,5.74E-06,0.00053618,0,0,0,2,248,11
293.87283,0.000692,1.0752853,0.70404375,0.70404375,0.092977412,84.665085,1,0.000343138,0.000343138,5.98E-06,0,0,0,7,249,11
293.89151,0.000488,0.87822026,0.70478725,0.70478725,0.080931321,85.357903,1,0.000242643,0.000242643,3.20E-06,0,0,0,16,222,11
293.89572,0.000604,1.0685508,0.51444113,0.51444113,0.68607628,46.679691,1,0.000159723,0.000159723,0.000284081,0,0,0,6,250,11
293.89612,0.00051,1.0709627,0.061758187,0.061758187,0.99617863,5.0105538,1,1.95E-06,1.95E-06,0.000506133,0,0,0,12,251,11
293.89987,0.000358,0.88531911,0.70539522,0.70539522,0.069535233,86.012711,1,0.000178364,0.000178364,1.73E-06,0,0,0,1,224,11
293.90659,0.00061,1.0675949,0.7012344,0.7012344,0.12861067,82.610687,1,0.000300041,0.000300041,1.01E-05,0,0,0,14,250,11
293.91327,0.000561,1.0740182,0.16386251,0.16386251,0.97277856,13.399337,1,1.51E-05,1.51E-05,0.000531242,0,0,0,5,251,11
293.92096,0.000443,0.90083665,0.58839577,0.58839577,0.5545997,56.316853,1,0.000153511,0.000153511,0.000136383,0,0,0,8,226,11
293.92111,0.000493,1.0728015,0.69478261,0.69478261,0.1858878,79.287102,1,0.000237836,0.000237836,1.70E-05,0,0,0,4,251,11
293.93518,0.000359,1.0693119,0.70117629,0.70117629,0.12924255,82.574173,1,0.000176722,0.000176722,6.00E-06,0,0,0,3,250,11
293.9368,0.000687,0.89795542,0.69979697,0.69979697,0.14341702,81.754379,1,0.000336306,0.000336306,1.41E-05,0,0,0,9,225,11
293.94391,0.000429,0.89917481,0.67855734,0.67855734,0.28128251,73.663239,1,0.000197502,0.000197502,3.39E-05,0,0,0,9,226,11
293.95081,0.000325,1.0799186,0.10083353,0.10083353,0.98978037,8.1983385,1,3.30E-06,3.30E-06,0.000318277,0,0,0,12,252,11
293.96945,0.000952,1.0816088,0.7058661,0.7058661,0.059212122,86.605408,1,0.000474529,0.000474529,3.34E-06,0,0,0,15,250,11
293.97156,0.001513,0.90951413,0.70709527,0.70709527,0.005713212,89.672653,1,0.000756696,0.000756696,4.94E-08,0,0,0,8,227,11
293.97391,0.000741,1.0910124,0.70577151,0.70577151,0.061425991,86.478333,1,0.000369124,0.000369124,2.80E-06,0,0,0,13,253,11
293.97818,0.0004,1.0763676,0.68440354,0.68440354,0.25136334,75.441795,1,0.000187519,0.000187519,2.53E-05,0,0,0,3,251,11
293.98196,0.000268,0.89944118,0.6878767,0.6878767,0.23162749,76.607094,1,0.000126895,0.000126895,1.44E-05,0,0,0,1,225,11
293.98578,0.000336,1.08901,0.70408708,0.70408708,0.092318512,84.702995,1,0.000166624,0.000166624,2.86E-06,0,0,0,11,252,11
293.99643,0.00049,1.0948516,0.70673549,0.70673549,0.032401767,88.143188,1,0.000244983,0.000244983,5.15E-07,0,0,0,10,252,11
293.99927,0.00198,0.902417,0.70709002,0.70709002,0.006886818,89.605408,1,0.000989901,0.000989901,9.39E-08,0,0,0,1,226,11
294.00195,0.000713,0.91472745,0.70710677,0.70710677,4.19E-05,89.997597,1,0.000356259,0.000356259,1.25E-12,0,0,0,8,228,11
294.02206,0.001128,1.0868678,0.68859917,0.68859917,0.22729355,76.862213,1,0.000534762,0.000534762,5.83E-05,0,0,0,2,250,11
294.02713,0.001649,0.90158433,0.70703465,0.70703465,0.014285943,89.18145,1,0.000824397,0.000824397,3.37E-07,0,0,0,16,225,11
294.03552,0.000275,1.1019021,0.70710677,0.70710677,2.92E-05,89.998329,1,0.000137401,0.000137401,2.35E-13,0,0,0,7,253,11
294.03735,0.000411,1.0893797,0.70651352,0.70651352,0.04095402,87.652847,1,0.000205373,0.000205373,6.90E-07,0,0,0,2,251,11
294.03958,0.000317,0.90934902,0.69609743,0.69609743,0.17577447,79.876266,1,0.000153612,0.000153612,9.79E-06,0,0,0,1,227,11
294.04077,0.000824,1.0948793,0.70710671,0.70710671,0.00035074,89.979904,1,0.00041211,0.00041211,1.01E-10,0,0,0,5,253,11
294.04443,0.001378,0.90456516,0.70710677,0.70710677,3.96E-05,89.997726,1,0.000689019,0.000689019,2.16E-12,0,0,0,16,226,11
294.04718,0.000888,0.91691607,0.70710677,0.70710677,0.000295409,89.983078,1,0.000443973,0.000443973,7.75E-11,0,0,0,9,228,12
294.05212,0.000417,1.0965044,0.69145834,0.69145834,0.20921446,77.923676,1,0.000199546,0.000199546,1.83E-05,0,0,0,12,253,12
294.05826,0.000561,1.0961913,0.70650893,0.70650893,0.04111233,87.643776,1,0.000280104,0.000280104,9.48E-07,0,0,0,15,252,12
294.05994,0.000582,1.1058939,0.70523238,0.70523238,0.072763525,85.827271,1,0.0002896,0.0002896,3.08E-06,0,0,0,7,254,12
294.06042,0.000822,0.90732199,0.70672798,0.70672798,0.032727208,88.124535,1,0.000410338,0.000410338,8.80E-07,0,0,0,16,227,12
294.07056,0.000543,1.09483,0.70702904,0.70702904,0.014826269,89.15049,1,0.000271447,0.000271447,1.19E-07,0,0,0,2,252,12
294.0752,0.000501,1.1036502,0.70706832,0.70706832,0.010430512,89.402367,1,0.000250702,0.000250702,5.46E-08,0,0,0,11,253,12
294.07718,0.000293,0.91581661,0.70339417,0.70339417,0.10233919,84.126114,1,0.000144773,0.000144773,3.06E-06,0,0,0,1,228,12
294.08395,0.000321,0.92878973,0.70710677,0.70710677,7.97E-07,89.999954,1,0.000160736,0.000160736,2.04E-16,0,0,0,8,230,12
294.08502,0.000284,1.099646,0.70709997,0.70709997,0.004384766,89.748772,1,0.000141872,0.000141872,5.46E-09,0,0,0,4,253,12
294.08749,0.00031,1.1025202,0.70710665,0.70710665,0.000601759,89.965523,1,0.000155156,0.000155156,1.12E-10,0,0,0,5,254,12
294.09222,0.000344,1.1007113,0.70575207,0.70575207,0.061870646,86.452805,1,0.000171259,0.000171259,1.32E-06,0,0,0,6,253,12
294.11221,0.001038,1.1136342,0.61696839,0.61696839,0.48856929,60.75341,1,0.000395063,0.000395063,0.000247738,0,0,0,13,255,12
294.11392,0.000671,1.1043794,0.67428213,0.67428213,0.3011432,72.473724,1,0.000305023,0.000305023,6.08E-05,0,0,0,4,254,12
294.11792,0.000638,1.1072779,0.70710665,0.70710665,0.00066201,89.962067,1,0.000318962,0.000318962,2.80E-10,0,0,0,12,254,12
294.129,0.000311,1.101112,0.68287545,0.68287545,0.25954223,74.9571,1,0.000145085,0.000145085,2.10E-05,0,0,0,3,253,12
294.13498,0.00034,1.1134433,0.64940596,0.64940596,0.39565623,66.693092,1,0.000143347,0.000143347,5.32E-05,0,0,0,11,254,12
294.13617,0.000294,0.92596525,0.69758987,0.69758987,0.16351356,80.589104,1,0.000143055,0.000143055,7.86E-06,0,0,0,1,229,12
294.13974,0.000876,1.1189487,0.70129359,0.70129359,0.12796335,82.648079,1,0.000430937,0.000430937,1.43E-05,0,0,0,7,255,12
294.14682,0.000908,1.1097679,0.68596345,0.68596345,0.24271029,75.953438,1,0.00042749,0.00042749,5.35E-05,0,0,0,4,255,12
294.14923,0.000279,0.92262238,0.70678413,0.70678413,0.030205902,88.269066,1,0.000139528,0.000139528,2.55E-07,0,0,0,16,228,12
294.15179,0.000321,0.93488061,0.70463252,0.70463252,0.083581984,85.205513,1,0.000159407,0.000159407,2.24E-06,0,0,0,9,230,12
294.1524,0.000618,1.1105641,0.70187408,0.70187408,0.12143127,83.025291,1,0.0003046,0.0003046,9.12E-06,0,0,0,6,254,12
294.15561,0.001041,1.1134505,0.70662016,0.70662016,0.037094321,87.874161,1,0.000519703,0.000519703,1.43E-06,0,0,0,12,255,12
294.15936,0.000511,1.1094085,0.70248079,0.70248079,0.11419933,83.442551,1,0.000252252,0.000252252,6.67E-06,0,0,0,2,253,12
294.16318,0.000663,0.94237179,0.7068643,0.7068643,0.026187174,88.499413,1,0.000331306,0.000331306,4.55E-07,0,0,0,8,231,12
294.16348,0.000494,1.1149551,0.70635039,0.70635039,0.046241529,87.349609,1,0.000246404,0.000246404,1.06E-06,0,0,0,5,255,12
294.16788,0.001126,1.1141895,0.70471311,0.70471311,0.082212277,85.284264,1,0.000558973,0.000558973,7.61E-06,0,0,0,15,255,12
294.17188,0.000417,1.1081513,0.70446706,0.70446706,0.086326875,85.047668,1,0.000206954,0.000206954,3.11E-06,0,0,0,3,254,12
294.17236,0.000329,0.93219203,0.69308913,0.69308913,0.19812855,78.572456,1,0.00015821,0.00015821,1.29E-05,0,0,0,1,230,12
294.17453,0.000723,1.124035,0.68966138,0.68966138,0.22075857,77.246407,1,0.000343831,0.000343831,3.52E-05,0,0,0,10,255,12
294.17621,0.001053,1.1118315,0.70428103,0.70428103,0.089310877,84.876038,1,0.000522371,0.000522371,8.40E-06,0,0,0,14,254,12
294.20462,0.000468,0.93216789,0.70653325,0.70653325,0.040267251,87.69223,1,0.000233427,0.000233427,7.58E-07,0,0,0,16,230,12
294.20703,0.000339,1.1299586,0.70710665,0.70710665,0.000635628,89.963585,1,0.000169555,0.000169555,1.37E-10,0,0,0,7,256,12
294.22369,0.000969,0.94722909,0.70698756,0.70698756,0.018363908,88.947769,1,0.00048418,0.00048418,3.27E-07,0,0,0,9,231,12
294.23404,0.00112,1.1337848,0.70618844,0.70618844,0.050948463,87.079605,1,0.000558748,0.000558748,2.91E-06,0,0,0,10,257,12
294.23434,0.000656,1.1217213,0.70664221,0.70664221,0.036242399,87.923012,1,0.000327816,0.000327816,8.62E-07,0,0,0,2,255,12
294.24219,0.000333,1.1278316,0.6088472,0.6088472,0.50853729,59.433552,1,0.000123339,0.000123339,8.60E-05,0,0,0,5,256,12
294.2486,0.000275,0.95150554,0.70330751,0.70330751,0.10352375,84.057877,1,0.000136249,0.000136249,2.95E-06,0,0,0,9,232,12
294.25287,0.000298,0.9460389,0.70703709,0.70703709,0.014042328,89.195404,1,0.00014907,0.00014907,5.88E-08,0,0,0,1,231,12
294.25809,0.000314,1.1222956,0.70709014,0.70709014,0.006856314,89.607162,1,0.000156831,0.000156831,1.47E-08,0,0,0,3,255,12
294.25888,0.001401,1.1337333,0.70461035,0.70461035,0.083955236,85.184052,1,0.000695611,0.000695611,9.88E-06,0,0,0,11,256,12
294.25955,0.0004,1.1292483,0.70710659,0.70710659,0.000768336,89.955978,1,0.00019975,0.00019975,2.36E-10,0,0,0,15,256,12
294.26392,0.000367,1.1392672,0.60161567,0.60161567,0.52546847,58.300213,1,0.000132809,0.000132809,0.000101317,0,0,0,7,257,12
294.27097,0.000253,1.1277299,0.70546579,0.70546579,0.068088181,86.095818,1,0.000125779,0.000125779,1.17E-06,0,0,0,2,256,12
294.2728,0.000476,1.1360096,0.7039929,0.7039929,0.093744494,84.620941,1,0.000235717,0.000235717,4.18E-06,0,0,0,11,257,12
294.27463,0.000575,1.1305642,0.7038343,0.7038343,0.096096888,84.485542,1,0.000284883,0.000284883,5.31E-06,0,0,0,6,256,12
294.28299,0.000876,1.1293555,0.70670539,0.70670539,0.033690199,88.069328,1,0.000437256,0.000437256,9.94E-07,0,0,0,14,256,12
294.28442,0.000304,1.1418011,0.70561612,0.70561612,0.0648987,86.278961,1,0.000151587,0.000151587,1.28E-06,0,0,0,13,258,12
294.28976,0.000474,0.96408254,0.70708925,0.70708925,0.007039489,89.596664,1,0.000236923,0.000236923,2.35E-08,0,0,0,8,234,12
294.29425,0.000323,1.1349466,0.10161802,0.10161802,0.98961991,8.2625589,1,3.33E-06,3.33E-06,0.000316122,0,0,0,15,257,12
294.29654,0.000392,1.1446004,0.65423852,0.65423852,0.3793993,67.703522,1,0.000167629,0.000167629,5.64E-05,0,0,0,7,259,12
294.31808,0.000392,1.1351148,0.70710444,0.70710444,0.002564479,89.853065,1,0.000196158,0.000196158,2.58E-09,0,0,0,14,257,12
294.32028,0.001715,1.132502,0.70710647,0.70710647,0.0009619,89.944885,1,0.000857363,0.000857363,1.59E-09,0,0,0,3,256,12
294.32236,0.000328,1.1361682,0.13340957,0.13340957,0.98204064,10.875147,1,5.84E-06,5.84E-06,0.000316543,0,0,0,2,257,12
294.32242,0.000666,1.1383874,0.70457363,0.70457363,0.084569596,85.148727,1,0.000330633,0.000330633,4.76E-06,0,0,0,6,257,12
294.32318,0.001328,0.96431774,0.70710677,0.70710677,2.87E-05,89.998352,1,0.00066381,0.00066381,1.10E-12,0,0,0,9,234,12
294.34677,0.000403,1.1449459,0.7070961,0.7070961,0.005496895,89.685051,1,0.000201514,0.000201514,1.22E-08,0,0,0,5,258,12
294.34979,0.000771,1.1486193,0.70680118,0.70680118,0.029398229,88.315361,1,0.000385173,0.000385173,6.66E-07,0,0,0,11,259,12
294.35049,0.000614,1.1374574,0.6949718,0.6949718,0.18446797,79.369881,1,0.000296499,0.000296499,2.09E-05,0,0,0,3,257,12
294.36102,0.000882,1.1470807,0.70596236,0.70596236,0.056870759,86.739784,1,0.000439779,0.000439779,2.85E-06,0,0,0,12,258,12
294.37442,0.000664,1.1470455,0.7070908,0.7070908,0.006719782,89.614983,1,0.00033182,0.00033182,3.00E-08,0,0,0,4,259,12
294.3833,0.000261,1.1579783,0.70481783,0.70481783,0.080396354,85.388649,1,0.000129899,0.000129899,1.69E-06,0,0,0,13,260,12
294.38852,0.001256,1.1492058,0.70709199,0.70709199,0.006465928,89.629524,1,0.000627942,0.000627942,5.25E-08,0,0,0,6,259,12
294.39029,0.000318,1.1520631,0.70319945,0.70319945,0.10498134,83.973907,1,0.000157148,0.000157148,3.50E-06,0,0,0,5,259,12
294.39301,0.000342,1.15232,0.67850387,0.67850387,0.28154036,73.647842,1,0.000157665,0.000157665,2.71E-05,0,0,0,12,259,12
294.40018,0.000553,1.1568729,0.69886136,0.69886136,0.15226808,81.241615,1,0.000270236,0.000270236,1.28E-05,0,0,0,11,260,12
294.40042,0.000662,1.1511534,0.4385379,0.4385379,0.78445458,38.329739,1,0.000127387,0.000127387,0.00040761,0,0,0,6,260,12
294.40265,0.000298,1.1614115,0.70710623,0.70710623,0.001245174,89.928658,1,0.000148792,0.000148792,4.61E-10,0,0,0,10,260,12
294.42538,0.000491,1.1609997,0.28685722,0.28685722,0.91401637,23.933578,1,4.04E-05,4.04E-05,0.000409831,0,0,0,11,261,12
294.4371,0.000328,1.1595405,0.62328279,0.62328279,0.47226804,61.818378,1,0.000127243,0.000127243,7.31E-05,0,0,0,12,260,12
294.4397,0.000718,1.1520939,0.69757843,0.69757843,0.16361138,80.583427,1,0.000349202,0.000349202,1.92E-05,0,0,0,3,259,12
294.44171,0.000487,1.1683543,0.70710677,0.70710677,3.03E-06,89.999825,1,0.000243424,0.000243424,4.48E-15,0,0,0,7,261,12
294.4422,0.000387,1.1554775,0.38951191,0.38951191,0.83460224,33.425556,1,5.88E-05,5.88E-05,0.000269789,0,0,0,14,259,12
294.44464,0.000392,1.1682936,0.68629271,0.68629271,0.24084152,76.063789,1,0.000184704,0.000184704,2.27E-05,0,0,0,10,261,12
294.44653,0.000288,0.97384763,0.70632261,0.70632261,0.047081701,87.301422,1,0.000143775,0.000143775,6.39E-07,0,0,0,16,235,12
294.45081,0.000619,1.1594023,0.7028023,0.7028023,0.11017188,83.674774,1,0.000305987,0.000305987,7.52E-06,0,0,0,6,261,12
294.45319,0.000413,1.1623546,0.045636836,0.045636836,0.99791509,3.7004697,1,8.61E-07,8.61E-07,0.000411628,0,0,0,5,260,12
294.45328,0.000413,1.1655686,0.68746656,0.68746656,0.2340502,76.464355,1,0.000195291,0.000195291,2.26E-05,0,0,0,11,262,12
294.45419,0.00078,1.1574465,0.70642078,0.70642078,0.044038497,87.475967,1,0.000389187,0.000389187,1.51E-06,0,0,0,14,260,12
294.45468,0.000585,0.98075068,0.70419991,0.70419991,0.090581566,84.802933,1,0.000290209,0.000290209,4.80E-06,0,0,0,1,236,12
294.45712,0.000772,1.1700499,0.70561725,0.70561725,0.064873263,86.280426,1,0.000384375,0.000384375,3.25E-06,0,0,0,13,262,12
294.46713,0.000264,0.97739702,0.7029351,0.7029351,0.10846401,83.773216,1,0.000130529,0.000130529,3.11E-06,0,0,0,16,236,12
294.47418,0.000285,1.1657906,0.67737353,0.67737353,0.28693235,73.325607,1,0.000130575,0.000130575,2.34E-05,0,0,0,5,261,12
294.48978,0.000742,1.1683429,0.70077878,0.70077878,0.13348502,82.328972,1,0.000364176,0.000364176,1.32E-05,0,0,0,5,262,12
294.49109,0.000652,1.1605281,0.67450327,0.67450327,0.3001512,72.533318,1,0.000296623,0.000296623,5.87E-05,0,0,0,3,260,12
294.50302,0.000666,1.1681083,0.70704699,0.70704699,0.013001494,89.255051,1,0.00033318,0.00033318,1.13E-07,0,0,0,4,261,12
294.50479,0.001997,1.1657491,0.70710224,0.70710224,0.003581995,89.794769,1,0.000998401,0.000998401,2.56E-08,0,0,0,14,261,12
294.50537,0.000465,1.0010561,0.70701784,0.70701784,0.015857732,89.091377,1,0.000232386,0.000232386,1.17E-07,0,0,0,8,239,12
294.51422,0.000311,1.1697788,0.70627588,0.70627588,0.048464157,87.222122,1,0.000155215,0.000155215,7.31E-07,0,0,0,6,262,12
294.51678,0.000486,1.1647451,0.65114427,0.65114427,0.38990045,67.051697,1,0.000206029,0.000206029,7.39E-05,0,0,0,3,261,12
294.52167,0.000282,1.1688875,0.7068032,0.7068032,0.029300654,88.320953,1,0.000140719,0.000140719,2.42E-07,0,0,0,2,261,12
294.52499,0.000296,1.1690636,0.51584893,0.51584893,0.68395889,46.846214,1,7.88E-05,7.88E-05,0.00013858,0,0,0,14,262,12
294.53452,0.000313,1.1732676,0.70488435,0.70488435,0.079221517,85.456177,1,0.000155466,0.000155466,1.96E-06,0,0,0,4,262,12
294.54538,0.000847,1.0079156,0.70710677,0.70710677,0.000198473,89.988625,1,0.000423599,0.000423599,3.34E-11,0,0,0,8,240,12
294.55011,0.00026,1.1780419,0.45378417,0.45378417,0.7669158,39.922268,1,5.35E-05,5.35E-05,0.000152941,0,0,0,12,262,12
294.55399,0.000886,1.0039564,0.70709372,0.70709372,0.006078177,89.651741,1,0.000443134,0.000443134,3.27E-08,0,0,0,9,239,12
294.56094,0.000899,1.1873505,0.70553058,0.70553058,0.066732816,86.173645,1,0.000447339,0.000447339,4.00E-06,0,0,0,10,263,12
294.57288,0.000478,1.1851546,0.70484889,0.70484889,0.079850473,85.420029,1,0.000237636,0.000237636,3.05E-06,0,0,0,11,264,12
294.57339,0.000984,1.1740324,0.70683879,0.70683879,0.027528385,88.422539,1,0.000491853,0.000491853,7.46E-07,0,0,0,3,262,12
294.58072,0.00032,1.1806626,0.70710677,0.70710677,0.000242803,89.986092,1,0.000159923,0.000159923,1.89E-11,0,0,0,6,263,12
294.58249,0.000265,1.1835102,0.57736552,0.57736552,0.57731974,54.737751,1,8.84E-05,8.84E-05,8.84E-05,0,0,0,5,264,12
294.58316,0.0004,1.182389,0.70521778,0.70521778,0.073046297,85.811028,1,0.000198801,0.000198801,2.13E-06,0,0,0,15,262,12
294.58673,0.000507,1.1920755,0.69281137,0.69281137,0.20006193,78.459419,1,0.000243144,0.000243144,2.03E-05,0,0,0,7,264,12
294.58722,0.00054,1.1841164,0.33564815,0.33564815,0.88015944,28.338398,1,6.08E-05,6.08E-05,0.000418413,0,0,0,12,263,12
294.58859,0.000523,1.0098988,0.70698088,0.70698088,0.018869264,88.918808,1,0.000261296,0.000261296,1.86E-07,0,0,0,9,240,12
294.59714,0.000365,1.1932822,0.56227249,0.56227249,0.60638219,52.671631,1,0.000115297,0.000115297,0.000134097,0,0,0,10,264,12
294.60501,0.000679,1.194242,0.63367176,0.63367176,0.44375691,63.656166,1,0.000272705,0.000272705,0.000133738,0,0,0,13,265,12
294.60867,0.000312,1.187797,0.5877142,0.5877142,0.55604321,56.217403,1,0.00010769,0.00010769,9.64E-05,0,0,0,5,265,12
294.61789,0.00058,1.1813344,0.1855461,0.1855461,0.96495873,15.212619,1,2.00E-05,2.00E-05,0.000540568,0,0,0,3,263,12
294.6185,0.000392,1.1964502,0.55385095,0.55385095,0.6216898,51.560364,1,0.000120249,0.000120249,0.00015151,0,0,0,13,266,12
294.61887,0.000523,1.0089948,0.70332092,0.70332092,0.10334126,84.06839,1,0.000258766,0.000258766,5.59E-06,0,0,0,1,240,12
294.62952,0.000504,1.1910422,0.70065099,0.70065099,0.13481973,82.251801,1,0.000247596,0.000247596,9.17E-06,0,0,0,12,265,12
294.63095,0.000355,1.0225953,0.63277018,0.63277018,0.44632256,63.492012,1,0.000142137,0.000142137,7.07E-05,0,0,0,8,242,12
294.63736,0.001083,1.1912897,0.70318866,0.70318866,0.10512605,83.965569,1,0.00053564,0.00053564,1.20E-05,0,0,0,15,263,12
294.6427,0.000383,1.1965851,0.70200855,0.70200855,0.1198668,83.115585,1,0.000189018,0.000189018,5.51E-06,0,0,0,11,265,12
294.65005,0.000296,1.1933751,0.18914789,0.18914789,0.96355909,15.515293,1,1.06E-05,1.06E-05,0.000274547,0,0,0,15,264,12
294.66061,0.000403,1.0107374,0.70710677,0.70710677,0.000139509,89.992004,1,0.000201497,0.000201497,7.84E-12,0,0,0,16,240,12
294.6651,0.000588,1.0230373,0.69148648,0.69148648,0.20902844,77.934578,1,0.000281284,0.000281284,2.57E-05,0,0,0,9,242,12
294.67905,0.000613,1.194728,0.69520724,0.69520724,0.18268478,79.473824,1,0.000296486,0.000296486,2.05E-05,0,0,0,2,263,12
294.68454,0.000265,1.208075,0.38639116,0.38639116,0.83749849,33.1231,1,3.96E-05,3.96E-05,0.000185891,0,0,0,7,266,12
294.68997,0.000563,1.0327133,0.21599869,0.21599869,0.95220226,17.786337,1,2.63E-05,2.63E-05,0.000510309,0,0,0,8,243,12
294.69122,0.000975,1.1989329,0.53872782,0.53872782,0.64772266,49.629879,1,0.000282945,0.000282945,0.000409016,0,0,0,4,266,12
294.69604,0.000403,1.209488,0.58507389,0.58507389,0.56158441,55.83456,1,0.000137813,0.000137813,0.000126969,0,0,0,10,266,12
294.69626,0.00056,1.0223085,0.69444704,0.69444704,0.18837902,79.1418,1,0.000269838,0.000269838,1.99E-05,0,0,0,1,241,12
294.69946,0.000369,1.1980771,0.51904315,0.51904315,0.67910856,47.225979,1,9.93E-05,9.93E-05,0.000169957,0,0,0,2,264,12
294.70093,0.000899,1.2003354,0.70641237,0.70641237,0.044307876,87.460518,1,0.000448672,0.000448672,1.77E-06,0,0,0,6,265,12
294.70392,0.001347,1.2112488,0.70574021,0.70574021,0.062141296,86.437271,1,0.000670666,0.000670666,5.20E-06,0,0,0,7,267,12
294.72229,0.000453,1.2096206,0.70019937,0.70019937,0.13943359,81.984924,1,0.000222052,0.000222052,8.81E-06,0,0,0,11,267,12
294.73029,0.00055,1.0342351,0.63386494,0.63386494,0.44320485,63.691456,1,0.000221002,0.000221002,0.000108047,0,0,0,9,243,12
294.73508,0.000792,1.0404475,0.70697689,0.70697689,0.019166032,88.901802,1,0.000395971,0.000395971,2.91E-07,0,0,0,8,244,12
294.73593,0.000383,1.2060637,0.70073789,0.70073789,0.13391347,82.304207,1,0.000187999,0.000187999,6.87E-06,0,0,0,6,267,12
294.74231,0.000599,1.0248144,0.62643725,0.62643725,0.46384558,62.364464,1,0.000235143,0.000235143,0.000128921,0,0,0,16,241,12
294.7431,0.000372,1.2018781,0.70575571,0.70575571,0.061787378,86.457588,1,0.000185527,0.000185527,1.42E-06,0,0,0,3,265,12
294.75299,0.000584,1.2035025,0.70710659,0.70710659,0.000689299,89.960503,1,0.000292066,0.000292066,2.78E-10,0,0,0,3,266,12
294.75543,0.000566,1.2192212,0.70709962,0.70709962,0.004496805,89.742348,1,0.000282887,0.000282887,1.14E-08,0,0,0,10,267,12
294.77036,0.000433,1.2131305,0.70402008,0.70402008,0.093334816,84.644516,1,0.000214735,0.000214735,3.77E-06,0,0,0,15,267,12
294.77609,0.00062,1.2102647,0.70710677,0.70710677,0.000134208,89.99231,1,0.000309852,0.000309852,1.12E-11,0,0,0,14,267,12
294.78308,0.000274,1.0433033,0.076352514,0.076352514,0.9941532,6.198813,1,1.60E-06,1.60E-06,0.000270421,0,0,0,9,244,12
294.81177,0.000846,1.2165135,0.70516312,0.70516312,0.074094348,85.750816,1,0.000420475,0.000420475,4.64E-06,0,0,0,2,267,12
294.81415,0.000512,1.2288399,0.70630801,0.70630801,0.047517985,87.276398,1,0.000255161,0.000255161,1.15E-06,0,0,0,10,268,12
294.81851,0.000585,1.2291645,0.70253593,0.70253593,0.11351861,83.481812,1,0.000288696,0.000288696,7.54E-06,0,0,0,13,268,12
294.82077,0.000612,1.2225,0.70703846,0.70703846,0.013902036,89.203445,1,0.000305997,0.000305997,1.18E-07,0,0,0,5,267,12
294.82123,0.000404,1.038409,0.64538628,0.64538628,0.40859893,65.883148,1,0.000168357,0.000168357,6.75E-05,0,0,0,16,243,12
294.82132,0.000337,1.2202413,0.70708174,0.70708174,0.008412269,89.518005,1,0.000168543,0.000168543,2.39E-08,0,0,0,4,268,12
294.82474,0.000544,1.231011,0.70422405,0.70422405,0.090204716,84.824615,1,0.000269648,0.000269648,4.42E-06,0,0,0,7,268,12
294.8439,0.000284,1.2213894,0.64190966,0.64190966,0.41940913,65.202713,1,0.000117221,0.000117221,5.00E-05,0,0,0,14,268,12
294.84482,0.000332,1.2334664,0.56152225,0.56152225,0.60777098,52.571495,1,0.000104585,0.000104585,0.000122522,0,0,0,13,269,12
294.85696,0.000342,1.0613523,0.70516872,0.70516872,0.073987596,85.756943,1,0.000170067,0.000170067,1.87E-06,0,0,0,8,246,12
294.88098,0.000394,1.0540789,0.63152295,0.63152295,0.44984159,63.266479,1,0.00015729,0.00015729,7.98E-05,0,0,0,1,245,12
294.88199,0.000578,1.2246698,0.70643377,0.70643377,0.043620024,87.499962,1,0.000288475,0.000288475,1.10E-06,0,0,0,3,268,12
294.89517,0.000712,1.234673,0.62916696,0.62916696,0.4563967,62.845165,1,0.000281901,0.000281901,0.000148337,0,0,0,5,269,12
294.90482,0.000642,1.236117,0.70152193,0.70152193,0.12543473,82.794136,1,0.00031608,0.00031608,1.01E-05,0,0,0,12,268,12
294.91351,0.000298,1.2455382,0.70660228,0.70660228,0.037767839,87.835548,1,0.000148957,0.000148957,4.26E-07,0,0,0,7,269,12
294.9155,0.000346,1.0660423,0.70610124,0.70610124,0.053311355,86.944038,1,0.000172446,0.000172446,9.83E-07,0,0,0,9,246,12
294.92059,0.000707,1.2310035,0.65924037,0.65924037,0.36166883,68.797279,1,0.000307449,0.000307449,9.25E-05,0,0,0,3,269,12
294.92178,0.000758,1.0610969,0.70571309,0.70571309,0.062753737,86.402115,1,0.000377709,0.000377709,2.99E-06,0,0,0,1,246,12
294.92941,0.000342,1.2377332,0.4070228,0.4070228,0.81771934,35.14286,1,5.66E-05,5.66E-05,0.000228412,0,0,0,6,269,12
294.95209,0.000534,1.2391431,0.65891653,0.65891653,0.36284703,68.724854,1,0.000231984,0.000231984,7.03E-05,0,0,0,14,269,12
294.96176,0.000665,1.2445617,0.70617634,0.70617634,0.051282629,87.060432,1,0.000331692,0.000331692,1.75E-06,0,0,0,15,268,12
